intercept,slope
0.08536524310572047,0.04538572011390079
0.14737421191561445,0.040412831915658205
0.06450279266763381,0.04717124013000189
0.12304715889230194,0.04254285120648646
0.11754284049202968,0.04265376729477686
0.15763310225213384,0.0389583031737852
0.5534149318161011,0.004426453175280487
0.14379575097482933,0.040487393772519135
0.11374914469348141,0.043301885795783375
0.14024112344799494,0.041308805111038883
0.1057218321469594,0.043972128258560436
0.14322837551870093,0.04082431411247608
0.14686763135629594,0.0403768470390769
0.1921149164724401,0.03639448833507416
0.1477165977312666,0.040349292008726834
0.09337208925221752,0.044872988204119044
0.1874361208402361,0.03686930446502106
0.23486388264581426,0.03280222946200806
0.16113303864308093,0.03874406571598869
0.16992150002769513,0.03822455179956645
0.13047018252681958,0.04172487822898842
0.08732708642421838,0.04520297887249458
0.14347964058445017,0.04077815479044883
0.1391313048289794,0.04096315496308946
0.05511255520118896,0.04778541523337346
0.16337862188584423,0.038465414493533766
0.0707013887485668,0.04699359776949159
0.19032833562601065,0.03679781653072343
0.12506076074756023,0.04247974919329089
0.04847631004766351,0.048754205901818275
0.06808502970955255,0.046703468750687954
0.11406523919992562,0.042819524543287434
0.1692171635392034,0.03810283333430716
0.09415935693317612,0.0449154858180524
0.1724579050535921,0.03779678435245801
0.12027777485521118,0.04251893715980754
0.08628700317164728,0.045385704048641194
0.11128361782361118,0.04316677350378345
0.05675220496103639,0.04780502863762281
0.13875848737198893,0.040405095410036854
0.11094544777836246,0.043668020636842435
0.15358357355113017,0.04000999081940312
0.10965721441010634,0.043568868195067716
0.1101924667053531,0.04349952563611854
0.08879826959447656,0.04540755924905164
0.1461752165155314,0.04038263581079163
0.09388976746758071,0.04501127224036726
0.2598754536887098,0.030245510398743704
0.12885218418279137,0.04218566281227875
0.20357313061622828,0.035547157674022827
0.1185589858404742,0.04247287791206386
0.04533931677512648,0.04900224068292022
0.08717969719030227,0.045440896029011274
0.17287433237359084,0.038334510097142116
0.23760401501383832,0.032591989124820524
0.1262236218132785,0.042053732435014084
0.16048871025578265,0.039052452814438
0.12220243710645828,0.0423605700722229
0.10965721441010634,0.043568868195067716
0.06984645371607323,0.0471699075723249
0.08734751663224039,0.0451842112026205
0.11973049376887268,0.04285575245532811
0.52225239195872,0.007081731564689673
0.12738651205964263,0.04211861142416456
0.021991541213123522,0.05080325880002367
0.029975097946642437,0.049999728715131496
0.03500171939115093,0.049826855514057466
0.1334606432481053,0.04133992161168383
0.10823851544991514,0.04371768920660325
0.1534261957036363,0.03990872493327133
0.17779888592917886,0.03749720312489303
0.11128361782361118,0.04316677350378345
0.0907723581799239,0.0450108284019911
0.18879895782031975,0.03690598225090686
0.15856681039840703,0.038889619133098456
0.044368515077552795,0.04831680002625557
0.1261953158118041,0.042284104309275226
0.12871052945949657,0.04174579664508915
0.14403585482003411,0.04113812909515343
0.11332502207211037,0.04317223338749349
0.1608872119582444,0.039335497877027864
0.17704545582306458,0.03750242338116434
0.06250991228248437,0.047490092523257976
0.06331891125232048,0.0473444427734226
0.105949093487816,0.044231543133197375
0.11863128251951915,0.042652452519235363
0.08701893688384588,0.045302607899671186
0.1262236218132784,0.04205373243501409
0.1436312951395493,0.04099349536366799
0.11805085309634511,0.0428496335174103
0.15592538916937498,0.03981844971995666
0.16706505176771225,0.03843536679805217
0.17350253221284584,0.03800151153572848
0.07129226079098427,0.047025155877931636
0.10965713922407117,0.04369501715350721
0.16941239954314496,0.038166921876704056
0.13397945344744344,0.04173878725328416
0.10406183444407824,0.043880794944966495
0.10840580585696014,0.04340643821215858
0.17202205554167088,0.037883281194651376
