intercept,slope
0.18291662023883426,0.0375117822214371
0.0033405684284075754,0.0523157530514403
0.1322383656877627,0.04153061654996973
0.16425989361639926,0.03861885401962582
0.0761695537906446,0.04647754755621333
0.1358769008085685,0.04168635922908115
0.17596427397860065,0.03781485923230249
0.0926950841101839,0.044851937457382134
0.20419651398251665,0.03512450102652978
0.16850757106846198,0.03835566819626863
0.1347128066021126,0.04156429007505542
0.20863711864663442,0.03529566250835271
0.04406678811999787,0.04905738792730271
0.1358769008085685,0.04168635922908115
0.07394359530816907,0.04633030794440832
0.13853624155150035,0.041184583693753475
0.16547573699799845,0.0390144340394088
0.1266291630872347,0.04205298826349811
0.1033505825686758,0.04397965881151838
0.13092668265952168,0.04221121205656391
0.15544769112846712,0.039973611071469975
0.15162090870197148,0.040172155237556274
0.1475805615659087,0.04023894679750072
0.1000282155518808,0.04439895407507567
0.0787996604428649,0.045453399902474614
0.16608466745800032,0.03889742144544289
0.16476321844950947,0.038677348996857375
0.066988542806514,0.0471437808842579
0.17656259323597268,0.03773010517619416
0.17947639887078515,0.03754134378953915
0.1159699642573857,0.043109561997807945
0.1419848430872812,0.04067126050843136
0.07297103011073691,0.04666615648412112
0.07552666233616756,0.04646068975331511
0.17837682622490553,0.037538340369530854
0.16380241071497764,0.039066568390644575
0.6439897512023526,-0.0034592868010053955
0.17270466330517703,0.038033158689782166
0.1322383656877627,0.04153061654996973
0.19310554088992837,0.03648095484744062
0.10481771585827004,0.04328269489750672
0.1296691138562427,0.041864418776494466
0.18973559936236373,0.03668964071023721
0.1284404301937495,0.041288378158493295
0.06684756658139757,0.046794151313730326
0.15443654225082443,0.03995393674061933
0.16782927502425848,0.03829809834160623
0.21410436035930352,0.03432902409994228
0.22002209714322146,0.033673545241960354
0.19017279425620937,0.03667896891297953
0.5770056117749233,0.002324873358498299
0.18414310136283457,0.03709450368679634
0.1322383656877627,0.04153061654996973
0.15110609038788098,0.04039475096990718
0.16275284362754866,0.03909373488087414
0.14543289564884276,0.04044120191672399
0.12113319896577668,0.042524862704983686
0.09444807365919505,0.04483123937521742
0.10259530340683887,0.04406767838467308
0.16102634835489638,0.039546179266101836
0.18243747981372682,0.037528035707969636
0.1609785893584021,0.03928953566470774
0.026527129906168456,0.049990628736329874
0.07351796399480481,0.04632218515418952
0.10562467048844348,0.04365009057367714
0.12098696229775685,0.04271868759125918
0.17265017851717634,0.03803217493381983
0.18295220245892863,0.037546715971536596
0.13046026616143247,0.04159759937466686
0.17424581005586576,0.03798882681564247
0.1620803719434527,0.039124264140412666
0.15711231279747062,0.03985177618091519
0.1068023116189557,0.04355637335443729
0.1361349451725597,0.04122906122511194
0.16479340142148408,0.03864069120800104
0.05948606767342024,0.04792347298456875
0.1579908056872839,0.039591269706787946
0.1475805615659087,0.04023894679750072
0.11133134977093762,0.043442899762263634
0.128764559326346,0.041800199372550036
0.06111263265464695,0.047532354316746045
0.0512723430088613,0.04848807824017587
0.18044240842832382,0.037340067027096815
0.10655068170474502,0.043489295048869774
0.10747765647765273,0.04374368795517304
0.6713635780524634,-0.0058168250866610215
0.17707067925202957,0.037599220129676376
0.10335058256867569,0.043979658811518385
0.11054295835785555,0.043850259475496166
0.15010922773453217,0.040241271110546255
0.09990693805870643,0.043904880296153616
0.08695452178864027,0.0453002055913015
0.10137942024773605,0.044561748780587135
0.04044508443544037,0.04906504306015724
0.04775242096755805,0.04877000315001424
0.14417092481539745,0.040606517576311715
0.06524748945454195,0.046833849326235646
0.1130725373896847,0.043224474365173064
0.1547547872276797,0.03972886120838028
0.20459681475747016,0.035631471417711634
